notation,hierarcylevel,type,prefLabel,altLabel,definition,broader,related,source,creator,closeMatch,relatedMatch,seeAlso 
DAC996,3.0,Q2,Schadensphänomen@de|Damage type@en,Schadensbild@de|Beschädigungsart@de,Art der beobachteten negativen Veränderungen des Objekts im Vergleich zu seinem als ursprünglich angenommenen Zustandes.,BC5B57,,,LEIZA,,,
B224CD,4.0,Q2,Formänderung@de,,"Das Objekt zeigte eine mehr oder weniger stark ausgeprägte Veränderung seiner ursprünglichen oder als ursprünglich angesehenen Form, ohne Verlust des strukturellen Zusammenhalts.",DAC996,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
G7D438,5.0,Q2,blasig@de,Blasenbildung@de,"Das Objekt weist eine gewölbte Oberfläche bzw. mehrere oberflächliche Wölbungen mit Hohlraum darunter auf. Der Hohlraum kann Gas, Flüssigkeit und/oder feste Stoffe enthalten.",B224CD,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
A21DB2,5.0,Q2,aufgeraut (Schadensphänomen)@de,Aufrauhung@de,Das Objekt weist eine zunehmend ungleichmäßiger werdende Oberfläche auf.,B224CD,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
C7859F,5.0,Q2,ausgedehnt@de,Quellung@de,Das Objekt zeigt eine Vergrößerung seiner Abmessungen im Vergleich zu seinen ursprünglichen Maßen. Diese kann durch Veränderungen des Objektmaterial selbst oder durch Hinzufügen von Fremdmaterial erfolgt sein.,B224CD,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
G23692,5.0,Q2,geschrumpft@de,Schwindung@de,Das Objekt zeigt eine Verkleinerung seiner Abmessungen im Vergleich zu seinen ursprünglichen Maßen.,B224CD,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
A8D9GF,5.0,Q2,deformiert@de,Verformung@de,Das Objekt zeigt eine oder mehrere bruchlose Veränderung(en) seiner ursprünglichen Form oder Abmessung.,B224CD,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
GAC37B,6.0,Q2,eingedrückt (Schadensphänomen)@de,eingedellt@de|Abdruck@de,Die Deformation des Objektes weist eine nach innen gerichtete Form auf.,A8D9GF,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
B89818,6.0,Q2,gewellt@de,bucklig@de|wellig@de,Das Objekt zeigt eine wellenförmige/bucklige Formänderung auf.,A8D9GF,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
FC4DGB,6.0,Q2,verworfen@de,,"Das Objekt weist eine in sich (gegeneinander) verschobene, unebene Fläche bzw. Form auf. Verwerfungen gehen häufig mit Brüchen einher.",A8D9GF,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
CF4199,6.0,Q2,verdreht@de,,Das Objekt zeigt eine um eine Achse herumlaufende Deformation,A8D9GF,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
C535G6,6.0,Q2,verbogen@de,,Das Objekt weist eine gekrümmte Deformation in einer Ebene auf,A8D9GF,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
ABB9FA,6.0,Q2,geknickt@de,gefaltet@de,Das Objekt zeigt eine scharf umgebogene Deformation,A8D9GF,,,LEIZA,,,
C4A59C,6.0,Q2,ausgebeult@de,gewölbt@de,,,,,,,,
D3AGG6,4.0,Q2,visuelle Veränderung@de|visual alteration@en,optische Veränderung@de|optical alteration@en,Eine negative Veränderung des visuellen Erscheinungsbilds des Objektes,DAC996,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
FDC65D,5.0,Q2,fleckig@de,Fleckbildung@de,Das Objekt zeigt partielle farbliche Veränderungen der Oberfläche,D3AGG6,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
D8CBG2,5.0,Q2,eingetrübt@de,Trübung@de,"Das Objekt zeigt eine teilweise oder ganzheitliche Trübung der Oberfläche, bei der die Klarheit und Transparenz des ursprünglichen Aussehens verloren gegangen ist.",D3AGG6,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 183.",LEIZA,,,
GA2C4A,5.0,Q2,mattiert@de,Glanzverlust@de,Die vormals glänzende Oberfläche eines Objektes geht zunehmend in ein mattes Erscheinungsbild über.,D3AGG6,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,http://vocab.getty.edu/aat/300065241,,
A4G8FA,5.0,Q2,farbverändert@de,Verfärbung@de,"Das Objekt zeigt in seiner Farbigkeit eine Änderung, die mindestend eine der drei Farbparameter Ton, Helligkeit oder Sättigung betrifft.",D3AGG6,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
G8GAA6,6.0,Q2,nachgedunkelt@de,verdunkelt@de,"Die Farbigkeit des Objektes zeigt eine Reduktion hinsichtlich des Lichtreflexionsvermögen, Tons und/oder Helligkeit",A4G8FA,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
DF2DFG,6.0,Q2,verschwärzt@de,,,A4G8FA,,,,,,
ABCF99,6.0,Q2,verblasst@de,ausgeblichen@de,Die Farbigkeit des Objektes zeigt eine reduzierte Farbsättigung,A4G8FA,,,LEIZA,,,
GDCD91,6.0,Q2,vergilbt@de,verbräunt@de,"Die Farbigkeit des Objektes hat sich zu einem gelben, braunen bis goldbraunen Farbton verändert",A4G8FA,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
F4D633,6.0,Q2,irisierende Farbveränderung@de,schillernd@de,Bildung von bunt schillernden Flecken auf archäologischen Gläsern verursacht durch Auslaugungsprozesse der alkalireichen Bestandteile.,A4G8FA,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 183.",LEIZA,,,
B86G16,4.0,Q2,Materialhinzufügung@de,Hinzufügung@de|Ablagerung@de|Anlagerung@de,"Hinzukommen von Material auf, an oder in ein Objekt als Ergebnis natürlicher Prozesse (z. B. Sediment, Staub) oder menschlicher Eingriffe (z. B. konservatorisch-restauratorische Maßnahmen). Der Begriff beschreibt das Vorhandensein zusätzlichen Materials, das nicht zum originalen Material des Objektes gehört.",DAC996,,"in Anlehnung an DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
F9F255,5.0,Q2,fettverschmiert@de,fettig@de,Die Oberfläche des Objekt zeigt einen klebrige Ablagerung von Fettpartikeln.,B86G16,,,LEIZA,,,
BBF64G,5.0,Q2,staubbedeckt@de,Staubbedeckung@de|Staubschicht@de,Ablagerung von Staubpartikeln auf der Objektoberfläche,B86G16,,,LEIZA,,,
BA75DG,5.0,Q2,salzausblühend@de,Salzausblühungen@de|salzbelastet@de|Effloreszenz@de|Kristallbildung@de,Kristalline Ausfällungen von Salzen auf oder im Objekt,B86G16,,,LEIZA,,,
B221BB,5.0,Q2,kontaminiert@de,,Das Objekt ist mit Gefahr-/Schadstoffen belastet.,BBF64G,,,LEIZA,,,
G57G31,5.0,Q2,biologisch bewachsen@de,mikrobiell bewachsen@de|biologischer Bewuchs@de,biologische Besiedlung des Objektes durch Mikro- oder Makroorganismen.,B86G16,,,LEIZA,,,
GD4F94,6.0,Q2,schimmelbedeckt@de,Schimmelbefall@de|schimmlig@de|Schimmelpilzbefall@de,Auf der Oberfläche des Objektes sind visuell sichtbare Ausbreitungen von Schimmelpilz vorhanden.,G57G31,,,LEIZA,,,
BG987D,5.0,Q2,weeping@de|weeping glas@en,schwitzendes Glas@de|Tröpfchenbildung@de|weinendes Glas@de,Bildung von Feuchtigkeitströpfchen bzw. -filmen auf der Oberfläche von Glas unter Umgebungsbedingungen mit hoher Luftfeuchtigkeit.,BBF64G,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 178/179, 191.",LEIZA,,,
C82F3D,5.0,Q2,zuvor behandelt@de,rezente Ablagerungen@de|Spuren früherer Behandlung@de,"Auf der Objektoberfläche sind Reste rezenter Materialien, wie sie bei einer vorherigen Konservierung und/oder Restaurierung verwendet wurden, festzustellen.",BBF64G,,,LEIZA,,,
D48G16,5.0,Q2,rußbedeckt@de,Rußablagerung@de|verrußt@de|Ruß geschwärzt@de,Auf der Objektoberfläche zeigen sich schwarze Ablagerungen von Rußpartikeln.,B86G16,,,LEIZA,,,
FC7715,5.0,Q2,sedimentiert@de,Erdanhaftungen@de|Sedimentanhaftungen@de,"Das Objekt ist mit lockeren oder leicht verfestigten mineralischen Materialanhaftungen bedeckt. Meist aus feinkörnigen Bodenbestandteilen wie Sand, Schluff, Ton oder Schlamm, die sich durch die Bodenlagerung auf dem Objekt abgesetzt haben.",B86G16,,,LEIZA,,,
C3C616,5.0,Q2,verkrustet@de,überkrustet@de|Verkrustung@de,"Auf dem Objekt befinden sich fest haftende, harte Ablagerungen aus mineralischen und/oder organischen Bestandteilen. Auf archäologischen (Metall-)Objekten oft in Form von Konglomeraten aus Sediment und Korrosionsprodukten zu finden.",B86G16,,,LEIZA,,,
F473B6,5.0,Q2,abgelagert@de,Ablagerung@de|Anlagerung@de,generische Angaben zu jeglicher Form von fremdartiger Ablagerung von Material auf der Oberfläche des Objektes.,B86G16,,,,,,
C188DA,4.0,Q2,Substanzverlust@de|Loss of substance@en,,"Material bzw. Teile des Objektes fehlen teilweise oder vollständig infolge physikalischer, chemischer, biologischer oder mechanischer Prozesse.",DAC996,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
A8588A,5.0,Q2,Fehlstellen aufweisend@de,löchrig@de|abgebrochen@de,Das Objekt ist unvollständig und besitzt eine oder mehrere Fehlstellen,C188DA,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
D45638,5.0,Q2,erodiert@de,Erosion@de,Durch die Einwirkung externer Faktoren schleichender Verlust von Oberflächenmaterial des Objektes.,C188DA,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
C36GDB,5.0,Q2,abgerieben@de,Abrieb@de,An der Objektoberfläche sind durch Reibungskräfte abgetragene Stellen festzustellen.,C188DA,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
D99GD4,5.0,Q2,zerkratzt@de,verkratzt@de|Kratzer (Schadensphänomen)@de,Durch die mechanische Einwirkung scharfer Kanten ist ein Materialverlust an der Objektoberfläche festzustellen.,C188DA,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
C5GCB6,5.0,Q2,zerfressen@de,Fressspuren@de,Materialverlust an/in einem Objekt verursacht durch Fressaktivitäten von Organismen.,C188DA,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
A77283,5.0,Q2,durchwurzelt@de,,Materialverlust durch Eindringen/Einwachsen von pflanzlichen Wurzeln in das Objekt,C188DA,,,LEIZA,,,
CB9GD3,4.0,Q2,Kohäsionsverlust@de,,"Der innere Zusammenhalt des Objektes ist geschwächt bis vollständig zerstört, das Material ist mechanisch schwach, bricht leicht, zerfällt oder ist bröselig.",DAC996,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
D9C8A4,5.0,Q2,zersetzt@de|degradation@en,Zersetzung@de,"Das Objekt bzw. sein Material ist durch fortschreitende physikalische, chemische oder biologische Prozesse in seiner inneren Struktur stark geschädigt. Der innere Zusammenhalt ist weitgehend verloren und kann bei mechanischer Belastung zum vollständigen Materialverlust führen. Der Begriff bildet",CB9GD3,,,LEIZA,,,
BC1DCG,5.0,Q2,verhärtet@de,Verhärtung@de,"Das Material des Objektes zeigt eine deutliche Steigerung der inneren Verfestigung, bis hin zur völligen Versteifung/Starrheit.",CB9GD3,,,LEIZA,,,
BGA41C,5.0,Q2,kollabiert@de,Kollaps@de|Zusammenbruch@de,"Das innere Materialgefüges eines Objektes ist vollkommen destabilisiert, was zu einem kompletten Zerfall der Struktur geführt hat.",CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
F6CG68,5.0,Q2,fragmentiert@de,Fragmentierung@de,"Das Objekt ist in ein oder mehrere Teile auseinandergefallen. Je nach Feinheitsgrad der entstandenen Fragmente, kann der Begriff weiter spezifiziert werden.",CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
B4C3B9,5.0,Q2,zerschnitten@de,Schnitt@de|verschnitten@de,Das Materialgefüge des Objektes ist unter Erzeugung einer scharf definierten Kante in zwei oder mehr Teile getrennt worden.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
G74A2D,5.0,Q2,gesprungen@de,gespalten@de|Sprung@de|Spalt@de,Das vormals fest gefügte Material weist eine Teilung ohne vollständiges Auseinanderbrechen des Objektes auf.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
FGG2C4,5.0,Q2,gebrochen@de,Bruch@de,Das vormals fest gefügte Material des Objektes weist eine vollkommene Trennung in zwei oder mehr lose Teile auf.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
GB33C3,5.0,Q2,gerissen@de,Riss@de,Das Materialgefüge des Objektes zeigt eine Abtrennung mit unregelmäßiger Kanten. Häufig verursacht durch Spannungsabbau im Gefüge.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
FA14C2,5.0,Q2,rissig@de,,"Das Materialgefüge des Objektes zeigt Risse, die jedoch nicht zu einer vollständigen Abtrennung geführt haben.",CB9GD3,,,,,,
GD5454,6.0,Q2,Oberflächenriss@de,,"Das Objekt zeigt einen Riss, im Bereich seiner Oberfläche",FA14C2,,,LEIZA,,,
D937D1,6.0,Q2,Craquellée@de|crizzling@en,,"Im Objektmaterial oder auf dessen Oberfläche (Glasur) sind feine, netzartige Risse oder Haarrisse zu beobachten.",FA14C2,,,LEIZA,,,
BFAC52,6.0,Q2,Tiefenriss@de,,"Das Objekt zeigt mindestens einen Riss, der bis tief in das Material hineinreicht",FA14C2,,,LEIZA,,,
F2A5A7,6.0,Q2,Haarriss@de,,"Das Objekt zeigt einen sehr feinen, oberflächlichen Riss, der nur wenige Millimeter tief und breit ist.",FA14C2,,,LEIZA,,,
G84156,5.0,Q2,offene Fuge@de,offene Verbindung@de,Zwei oder mehr Teile des Objektes weisen eine Lücke zueinander auf.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
AF7CC8,5.0,Q2,hohl@de,Hohlstelle@de|Hohllage@de,Im Materialgefüge des Objektes hat sich ein oder mehrere Leerraum/Leerräume gebildet.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
BFGD3B,5.0,Q2,Pitting@de,Grübchenbildung@de,"Die Objektoberfläche weist dicht nebeneinander liegende, flache Hohlräume/Grübchen auf.",CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,http://vocab.getty.edu/aat/300054130,,
FA9B73,5.0,Q2,delaminiert@de,Schichtentrennung@de|Spaltung@de,Das Materialgefüge des Objektes weist eine Ablösung in mehr oder weniger klar definierten Schichten auf.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
F97BFF,5.0,Q2,abschollend@de,Schollenbildung@de|abblätternd@de,"Auf der Objektoberfläche sind ein oder mehrere dünne Materialschichten zu sehen, die sich teilweise von dieser abgelöst haben und abstehen.",CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 183."
D2364A,5.0,Q2,abgeplatzt@de,Abplatzung@de,Ganz Schollen oder Stücke haben sich vollständig von der Objektoberfläche gelöst und sind entweder komplett verloren oder liegen getrennt von dem Objekt.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
DDFG97,5.0,Q2,versprödet@de,Versprödung@de,"Das Material hat seine Elastizität, Flexibilität und Bruchfestigkeit verloren. Es ist zunächst als feste Struktur erhalten geblieben, bricht oder reiß jedoch leicht bei mechanischer Belastung.",CB9GD3,,,LEIZA,,,
BFCC33,5.0,Q2,aufgeweicht@de,Weich geworden@de|Erweicht@de,Das Material des Objektes hat durch Wasseraufnahme seine Festigkeit und Formstabilität verloren.,CB9GD3,,,LEIZA,,,
A8C236,5.0,Q2,pulvrig@de,pudernde Oberfläche@de|pulverisierte Oberfläche@de,"Das Material liegt ganz oder teilweise in feiner, staubartiger Form vor oder zerfällt bei mechanischer Belastung in diese. Der innere Zusammenhalt ist nahezu vollständig verloren.",CB9GD3,,,LEIZA,,,
D4BG7C,6.0,Q2,roter Zerfall@de,,,A8C236,,,LEIZA,,,
C9D991,4.0,Q2,chemische Veränderung@de,,Das Material des Objektes zeigt durch chemische Reaktionen mit seiner Umwelt verursachte Veränderungen seiner strukturellen Zusammensetzung oder Eigenschaften.,DAC996,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
AA3CA7,5.0,Q2,versalzen@de,,"Im Material oder an der Oberfläche sind lösliche Salze angereichert, die hygroskopisch Wasser aufnehmen und langfristig Schäden verursachen können.",C9D991,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
G3D2F5,5.0,Q2,korrodiert@de,Korrosionsprodukt@de,"Materialumwandlungserscheinungen aufgrund chemischer Reaktionen des Objektmaterials mit seiner Umgebung. Häufig unter Beteiligung von Wasser, Salzen, Säuren oder Basen. Korrosionsprodukte bilden oft Auflagerungen unterschiedlicher Farben und Konsistenzen.",C9D991,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",LEIZA,,,
D2FD5A,6.0,Q2,oxidiert@de,Oxidation@de,Bildung von Oxiden auf bzw. mit dem Objektmaterial durch Reaktion mit Sauerstoff.,G3D2F5,,,,,,
CFC44A,6.0,Q2,Zinnpest@de,,"Bei Lagerung unter 13°C auftretende Zerstörung von Zinnobjekten, durch Umwandlungsprozesse innerhalb des metallischen Gefüges. Das Schadensbild zeigt sich im Anfangsstadium meist durch Flecken und Pusteln auf der Metalloberfläche, die sich allmählich ausbreiten und bis zur vollständigen Zerstörung des Objektes durch Materialinstabilität fortschreiten kann.",G3D2F5,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).|Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989)| Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 63.",LEIZA,,,
DGC3A9,6.0,Q2,Glaskorrosion@de|sugaring@en,Glaspest@de|Glaskrankheit@de,"Fachbegriff für eine Reihe von Schäden, die typischerweise an archäologischen Gläsern beobachtet werden. Durch chemische Reaktionen mit ihrer Umgebung können die Gläser Trübungen, Farbveränderungen, Mattierung der Oberfläche oder auch eine erhöhte Fragilität aufweisen.",G3D2F5,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S.  173 - 176, 183-186.",LEIZA,,,
GC4CA7,6.0,Q2,Patinabildung@de,Passivierung@de,"Natürliche oder künstliche Entstehung einer oberflächlichen Schicht auf dem Objekt, die durch Oxidation, Witterungseinflüsse oder chemische Reaktionen des Objektwerkstoffes entsteht. Diese Schicht sorgt für einen Schutz des darunterliegenden Materials vor weiteren korrosovienen Einflüssen.",G3D2F5,,,LEIZA,,,
F9C118,6.0,Q2,Lochkorrosion@de|pitting corrosion@en,Lochfraßkorrosion@de,"Bildung von lokalen, punktuellen Vertiefungen oder Löchern auf der Oberfläche eines Objektes, die durch chemische Reaktionen in einem korrosiven Umfeld entstehen. Diese Korrosionserscheinung schwächt das Material lokalisiert und kann zu strukturellen Schäden führen, insbesondere wenn sie unbehandelt bleibt.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",LEIZA,,,
D68BAA,6.0,Q2,Flächenkorrosion@de,,"Über einen großen Bereich der Oberfläche (oder die gesamte Oberfläche) des Objektes verteilt findet ein Korrosionsangriff statt, der zu einem gleichmäßigen Abtrag und der Verdünnung des Materials führt. Die strukturelle Integrität als auch das ästhetische Erscheinungsbild des Objektes sind beeinträchtigt.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",LEIZA,,,
